form	lemma	POS	morph
ergueilz	orgǫlh	VERppe	NOMB.=s|GENRE=m|CAS=n
que	que2	CONsub	MORPH=empty
no	nọṉ	NOMcom	MORPH=empty
-il	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fezes	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
un	uṉ	DETndf	NOMB.=s|GENRE=m|CAS=r
bel	bęl	ADVgen	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
semblan	semblan	NOMpro	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	_
soau	suau	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
dis	dire	NOMcom	NOMB.=p|GENRE=m|CAS=n
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
a	a2	PRE	MORPH=empty
dieu	dęu	NOMpro	NOMB.=s|GENRE=m|CAS=r
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
coman	comandar	NOMcom	NOMB.=p|GENRE=m|CAS=n
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
cinc	cinc	ADVgen	DEGRE=-
evesque	evẹsque	NOMcom	NOMB.=s|GENRE=f|CAS=r
e	e	CONcoo	MORPH=empty
10	@num@	PROper	MORPH=empty
abbat	abat	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
foron	ęser	NOMcom	NOMB.=p|GENRE=m|CAS=n
vestit	vestir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
et	e	CONcoo	MORPH=empty
adobat	adobar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
-ls	lo3	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=n
atendon	atẹndre	ADVgen	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
dins	dins	ADVgen	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mostier	mostier	NOMcom	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
a	a2	PRE	MORPH=empty
n'	ẹn2	ADVneg	MORPH=empty
archimbaut	Archimbautz	NOMpro	NOMB.=s|GENRE=m|CAS=n
fes	faire	VERcjg	NOMB.=p|GENRE=f|CAS=r
destorbier	destorbier	VERinf	MORPH=empty
car	car3	CONcoo	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
en	ẹn3	PRE	MORPH=empty
fan	faire	NOMcom	NOMB.=s|GENRE=m|CAS=r
aitan	aitan	NOMcom	NOMB.=s|GENRE=f|CAS=r
longa	lọnc	ADVgen	DEGRE=-
festa	fęsta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
ben	bẹṉ	ADVgen	DEGRE=p
fon	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
passada	pasar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ora	ọra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
sexta	sęst	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
avan	avan	ADVgen	DEGRE=-
que	que2	CONsub	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
agues	avẹr	NOMpro	NOMB.=s|GENRE=m|CAS=n
esposada	espozar 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
per	per	NOMcom	MORPH=empty
ric	ric	NOMcom	NOMB.=s|GENRE=m|CAS=r
si	sẹ	ADVgen	DEGRE=-
tenc	tenẹr	ADVgen	DEGRE=-
quan	can	CONsub	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
ac	avẹr	ADVgen	DEGRE=-
baisada	baizar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
tantost	tantǫst	ADVgen	DEGRE=-
con	cọm	NOMcom	MORPH=empty
fon	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
dicha	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
messa	mẹsa	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tuit	tọt	PROind	NOMB.=p|GENRE=m|CAS=n
van	anar	NOMcom	NOMB.=s|GENRE=m|CAS=r
jugar	jogar 	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
taula	taula	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
messa	mẹtre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	_
et	e	CONcoo	MORPH=empty
anc	anc	ADVgen	DEGRE=-
negus	neguṉ	VERppe	NOMB.=s|GENRE=m|CAS=n
ren	rẹṉ	NOMcom	MODE=imp|PERS.=2|NOMB.=s
no	nọṉ	NOMcom	MORPH=empty
i	i	PROadv	MORPH=empty
perdet	pęrdre 	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
ben	bẹṉ	ADVgen	DEGRE=p
aparellat	aparelhar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
trobet	trobar	VERppe	NOMB.=s|GENRE=m|CAS=r
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
fon	ęser 	NOMcom	NOMB.=s|GENRE=m|CAS=r
obs	ǫps	NOMcom	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
manjar	manjar	NOMpro	MORPH=empty
.	.	PONfrt	_
d'	de	PRE	MORPH=empty
aiso	aisso	VERppe	DEGRE=-
non	nọṉ	NOMcom	MORPH=empty
voil	volẹr	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
gaire	gaire	VERinf	MORPH=empty
comtar	comtar	NOMcom	NOMB.=p|GENRE=m|CAS=n
car	car3	CONcoo	MORPH=empty
semblaria	semblar 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
levadura	levadura	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
hanc	anc	ADVgen	NOMB.=s|GENRE=m|CAS=r
homs	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
i	i	PROadv	MORPH=empty
hac	avẹr	NOMcom	NOMB.=s|GENRE=m|CAS=r
fraitura	frachura	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
ren	rẹṉ	NOMcom	MODE=imp|PERS.=2|NOMB.=s
que	que	CONsub	MORPH=empty
saupes	saber	ADVgen	DEGRE=-
cor	cǫr	NOMcom	MORPH=empty
pensar	pensar	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
que	que	CONsub	MORPH=empty
boca	bọca	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
deja	devẹr	ADVgen	MORPH=empty
desirar	desirar	VERinf	MORPH=empty
.	.	PONfrt	_
en	ẹn2	PRE	MORPH=empty
archimbautz	Archimbautz	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
-l	el	DETdef	NOMB.=s|GENRE=f|CAS=n
coms	cọmte	VERppe	MORPH=empty
serviron	servir	NOMcom	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
mais	mais 	CONcoo	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
ueil	ǫlh	ADVgen	DEGRE=-
d'	de	PRE	MORPH=empty
en	ẹn2	PRE	MORPH=empty
archimbaut	Archimbautz	NOMpro	NOMB.=s|GENRE=m|CAS=n
si	sẹ	ADVgen	DEGRE=-
viron	virar	NOMcom	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
soen	sovẹn	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
e	ẹn	CONcoo	MORPH=empty
lai	lai	ADVgen	NOMB.=s|GENRE=f|CAS=r
on	ọn	PROind	NOMB.=s|GENRE=n|CAS=n
sos	sọṉ2	PRE	MORPH=empty
cors	cǫr	NOMcom	NOMB.=s|GENRE=m|CAS=r
era	ęser	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
.	.	PONfrt	_
per	per	NOMcom	MORPH=empty
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cascuns	cascuṉ	PROind	NOMB.=s|GENRE=m|CAS=n
se	sẹ	CONsub	MORPH=empty
levera	levar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
,	,	PONfbl	_
avan	avan	ADVgen	DEGRE=-
mieg	męg	ADVgen	MORPH=empty
manjar	manjar	NOMpro	MORPH=empty
,	,	PONfbl	_
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
taula	taula	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
li	li	DETdef	NOMB.=s|GENRE=m|CAS=n
juglar	joglar	NOMcom	NOMB.=s|GENRE=m|CAS=n
comensan	comensar	NOMcom	NOMB.=p|GENRE=m|CAS=n
lur	lor	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
faula	fabla	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
son	sos	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
estrumen	estrumẹn	NOMpro	NOMB.=s|GENRE=m|CAS=n
mena	menar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
toca	tocar 	ADVgen	NOMB.=s|GENRE=m|CAS=n
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
us	uṉ	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
autres	autre	PROind	NOMB.=s|GENRE=m|CAS=n
canta	cantar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
boca	bọca	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
e	e	CONcoo	MORPH=empty
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
aiso	aisso	VERppe	DEGRE=-
fon	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
grans	gran 	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
enueig	enọi	VERppe	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
n'	ẹn2	ADVneg	MORPH=empty
archimbaut	Archimbautz	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
nueg	nǫch	ADJqua	NOMB.=s|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
aquest	aquẹst	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dan	dan	NOMcom	NOMB.=s|GENRE=m|CAS=r
no	nọṉ	NOMcom	MORPH=empty
-il	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
feses	faire	NOMcom	NOMB.=p|GENRE=f|CAS=r
emenda	emendar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
ja	ja	ADVgen	DEGRE=-
per	per	NOMcom	MORPH=empty
poiso	poizọṉ	NOMcom	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
per	per	NOMcom	MORPH=empty
bevenda	bevẹnda	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
non	nọṉ	NOMcom	MORPH=empty
cuh	cuidar	ADVgen	DEGRE=-
que	que2	CONsub	MORPH=empty
jamais	ja	ADVgen	DEGRE=-
revengues	revenir 	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
emenda	emendar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
n'	ẹn3	ADVneg	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
;	;	PONfbl	_
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
eis	ẹis	NOMcom	PERS.=3|NOMB.=p|GENRE=m|CAS=n
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
pres	prẹndre	ADVgen	DEGRE=-
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
nueg	nǫch	ADJqua	NOMB.=s|GENRE=m|CAS=r
jac	jazẹr	ADVgen	DEGRE=-
ab	ab	NOMcom	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
puncela	piusęla	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
si	si2	ADVgen	DEGRE=-
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
fes	faire	VERcjg	NOMB.=p|GENRE=f|CAS=r
domna	dọmna	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
noella	novęl	ADVgen	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
aquo	aco	CONsub	MORPH=empty
era	ęser	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
ben	bẹṉ	ADVgen	DEGRE=p
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
nulla	nul	ADVgen	NOMB.=s|GENRE=f|CAS=r
dona	dọmna	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
si	si2	ADVgen	DEGRE=-
mal	mal	ADVgen	DEGRE=-
istre	ęser	NOMcom	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que2	CONsub	MORPH=empty
,	,	PONfbl	_
si	si	ADVgen	DEGRE=-
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
pregues	pregar 	ADJqua	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
endesen	endesẹ	NOMcom	NOMB.=s|GENRE=m|CAS=r
no	nọṉ	NOMcom	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
endomengues	adomesjar	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
leu	lęu3	NOMcom	NOMB.=s|GENRE=m|CAS=r
pot	podẹr	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
doncas	dọnc	VERppe	NOMB.=s|GENRE=m|CAS=n
adomesgar	adomesjar	VERinf	MORPH=empty
flamenca	Flamenca	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
nos	nọṉ	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
saup	saber	NOMcom	NOMB.=s|GENRE=m|CAS=r
tornar	tornar	VERinf	MORPH=empty
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
per	per	NOMcom	MORPH=empty
forsa	fǫrsa	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
per	per	NOMcom	MORPH=empty
engien	engẹnh	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
suau	suau	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
baiza	baizar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
estrein	estrẹnher	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
gardet	gardar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
si	sẹ	ADVgen	DEGRE=-
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
plus	plus	ADVgen	DEGRE=-
que	que2	CONsub	MORPH=empty
poc	podẹr	ADVgen	DEGRE=-
no	nọṉ	NOMcom	MORPH=empty
-il	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fassa	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mal	mal	ADVgen	DEGRE=-
on	ọn	PROind	NOMB.=s|GENRE=n|CAS=n
que	que2	CONsub	MORPH=empty
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
toc	tocar	ADVgen	DEGRE=-
;	;	PONfbl	_
consi	consi	VERppe	NOMB.=s|GENRE=m|CAS=r
que	que2	CONsub	MORPH=empty
fos	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
aquella	aquẹl	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ves	vẹtz	NOMcom	PERS.=3|NOMB.=p|GENRE=m|CAS=r
anc	anc	ADVgen	DEGRE=-
non	nọṉ	NOMcom	MORPH=empty
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
plais	plazẹr	VERppe	NOMB.=s|GENRE=m|CAS=n
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
clam	clam	NOMcom	NOMB.=s|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
fes	faire	VERcjg	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	_
plus	plus	ADVgen	DEGRE=-
d'	de	PRE	MORPH=empty
ueg	ǫch	PROper.PROper	NOMB.=s|GENRE=m|CAS=r
jorns	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
dureron	durar	ADJqua	NOMB.=s|GENRE=m|CAS=r
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
nossas	nǫsas	ADVgen	DEGRE=-
;	;	PONfbl	_
li	lo2	DETdef	NOMB.=s|GENRE=m|CAS=n
bisbe	bisbe	ADJqua	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	_
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
abat	abat	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ab	ab	NOMcom	MORPH=empty
lur	lor	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
crossas	crǫsa	ADJqua	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
i	i	PROadv	MORPH=empty
an	avẹr	PRE	MORPH=empty
be	bẹṉ	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
9	@num@	CONcoo	MORPH=empty
jornz	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n
demorat	demorar	ADVgen	DEGRE=-
,	,	PONfbl	_
et	e	CONcoo	MORPH=empty
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
dezen	detzal	NOMcom	NOMB.=s|GENRE=m|CAS=r
prendon	prẹndre	NOMcom	NOMB.=p|GENRE=m|CAS=n
comjat	comjat	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
van	anar	NOMcom	NOMB.=s|GENRE=m|CAS=r
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
tut	tọt	ADVgen	NOMB.=s|GENRE=m|CAS=n
alegramen	alegramẹn2	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
en	ẹn2	PRE	MORPH=empty
archimbautz	Archimbautz	VERppe	NOMB.=s|GENRE=m|CAS=n
a	avẹr	PRE	MORPH=empty
-l	el	DETdef	NOMB.=s|GENRE=f|CAS=n
cor	cǫr	NOMcom	MORPH=empty
jauzen	jauzir	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
ha	avẹr	INJ	MORPH=empty
cant	can	PROcar	MORPH=empty
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
desira	dezirar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
;	;	PONfbl	_
de	de	PRE	MORPH=empty
nulla	nul	ADVgen	NOMB.=s|GENRE=f|CAS=r
ren	rẹṉ	NOMcom	MODE=imp|PERS.=2|NOMB.=s
mais	mais 	CONcoo	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
consira	consirar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mais	mais 	CONcoo	MORPH=empty
com	cọm	CONsub	MORPH=empty
pogues	podẹr	NOMcom	NOMB.=s|GENRE=m|CAS=n
en	ẹn	PRE	MORPH=empty
grat	grat	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
servir	servir	VERinf	MORPH=empty
leis	lieis	ADJqua	NOMB.=s|GENRE=m|CAS=n
cui	qui	PROdem	NOMB.=s|GENRE=m|CAS=n
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
onrar	onrar 	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
blandir	blandir	VERinf	MORPH=empty
.	.	PONfrt	_
si	si	ADVgen	DEGRE=-
no	nọṉ	NOMcom	MORPH=empty
-l	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
fos	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=n
vergonha	vergọnha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
trop	trǫp2	ADVgen	DEGRE=-
granda	gran 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
eis	ẹis	NOMcom	PERS.=3|NOMB.=p|GENRE=m|CAS=n
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
dera	dar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
sa	sa	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
garlanda	garlanda	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
sa	sa	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
penche	pẹnche	VERcjg	NOMB.=s|GENRE=f|CAS=r
e	e	CONcoo	MORPH=empty
so	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mirail	miralh	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
mais	mais 	CONcoo	MORPH=empty
,	,	PONfbl	_
quan	can	CONsub	MORPH=empty
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
vi	vezẹr	VERcjg	MODE=imp|PERS.=2|NOMB.=s
que	que2	CONsub	MORPH=empty
li	lo2	DETdef	NOMB.=s|GENRE=m|CAS=n
cortz	cọrt2	VERppe	NOMB.=p|GENRE=m|CAS=r
fail	falhir	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
vi	vezẹr	VERcjg	MODE=imp|PERS.=2|NOMB.=s
ben	bẹṉ	ADVgen	DEGRE=p
que	que2	CONsub	MORPH=empty
mal	mal	ADVgen	DEGRE=-
estaria	estar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
aqui	aqui	ADVgen	DEGRE=-
plus	plus	ADVgen	DEGRE=-
remania	remanẹr	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
comte	cọmte	CONsub	MORPH=empty
parlet	parlar	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
cosseil	consẹlh	VERppe	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
sener	senhọr	VERinf	MORPH=empty
,	,	PONfbl	_
obs	ǫps	NOMcom	NOMB.=s|GENRE=m|CAS=n
m'	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
a	avẹr	PRE	MORPH=empty
que	que2	CONsub	MORPH=empty
m'	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
apareil	aparelhar	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
cort	cọrt2	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
breumen	breumẹn	NOMcom	NOMB.=p|GENRE=m|CAS=n
;	;	PONfbl	_
coman	comandar	NOMcom	NOMB.=p|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
dieu	dęu	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
vauc	anar	VERppe	MORPH=empty
m'	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
vostra	vostra	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
filla	filha	NOMcom	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
-m	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
trametes	tramẹtre	VERppe	NOMB.=p|GENRE=f|CAS=r
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
terme	tęrme	NOMcom	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
mes	mẹtre	CONcoo	MORPH=empty
i	i	PROadv	MORPH=empty
aves	avẹr	VERcjg	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
bons	bọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
e	e	CONcoo	MORPH=empty
breus	brẹu	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
fon	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
aquest	aquẹst	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
comjatz	comjat	VERppe	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
dreg	drẹch	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
borbon	Borbo	NOMcom	NOMB.=p|GENRE=m|CAS=n
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
