form	lemma	POS	morph
D	D	PRE	MORPH=empty
Toels	Toel	NOMpro	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
Riolet	Riolet	NOMpro	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
de	de	PRE	MORPH=empty
Mazeiras	Mazeiras	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXXV	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXV	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
c	que	CONsub	NOMB.=s|GENRE=n|CAS=n
ac	avẹr	ADVgen	DEGRE=-
W	W	CONcoo	MORPH=empty
Bailes	Baile	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
c	que	CONsub	NOMB.=s|GENRE=n|CAS=n
ac	avẹr	ADVgen	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sagrestas	sagrestaṉ	NOMpro	NOMB.=p|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Bornet	Bornet	NOMpro	NOMB.=p|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
veils	vẹlh	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
D	D	PRE	MORPH=empty
Boeirs	Boeir	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
veils	vẹlh	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Chavalers	Chavaleir	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
Bodis	Bodi	VERppe	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
veils	vẹlh	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XVI	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
D	D	PRE	MORPH=empty
Toels	Toel	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
veils	vẹlh	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
qe	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prumeirs	primier	NOMpro	NOMB.=s|GENRE=m|CAS=n
jorns	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
qe	que	CONsub	MORPH=empty
tenguesmes	tenẹr	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
S	S	CONsub	DEGRE=-
am	ab	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
S	S	CONsub	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
qe	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
segonda	segọn	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
jornada	jornada	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
LXX	@num@	ADJord	PERS.=3|NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
D	D	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
uchaires	ucadọr	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
veils	vẹlh	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XV	quinze	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
qe	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
mesios	mesiọṉ	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
levar	levar	VERinf	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
marc	marc	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
aur	aur	ADVgen	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
de	de	PRE	MORPH=empty
Limotgas	Lhimotjas	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
logeir	loguier	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
maizo	maizọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
tems	tẹmps	NOMpro	NOMB.=s|GENRE=m|CAS=n
aus	al2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
veils	vẹlh	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
maitre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Albanels	Albanel	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
veils	vẹlh	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
P	P	PRE	MORPH=empty
Aldis	Aldis	VERcjg	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
anada	anada2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qe	que	CONsub	MORPH=empty
cudet	cuidar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
faire	faire	VERinf	MORPH=empty
en	ẹn	PRE	MORPH=empty
Navara	Navara	NOMpro	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XVII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fraires	fraire	NOMcom	NOMB.=s|GENRE=m|CAS=n
menors	menọr	ADVgen	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
qe	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
D	D	PRE	MORPH=empty
Arnals	Arnalt	NOMpro	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
W	W	CONcoo	MORPH=empty
Bailes	Baile	NOMpro	NOMB.=s|GENRE=m|CAS=n
qant	can	CONsub	MORPH=empty
aneront	anar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
faire	faire	VERinf	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
resposa	respọsa	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailiu	bailiu	ADVgen	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
Usoire	Usoire	ADVgen	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Nachos	Nachos	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
anada	anada2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qe	que	CONsub	MORPH=empty
fei	faire	NOMcom	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
Paris	Paris	NOMpro	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
conestable	comestable	NOMcom	NOMB.=s|GENRE=f|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
£	liura	CONcoo	MORPH=empty
qe	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Charitats	caritat	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
c	que	CONsub	NOMB.=s|GENRE=n|CAS=n
ac	avẹr	ADVgen	DEGRE=-
D	D	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
uchaires	ucadọr	NOMpro	NOMB.=s|GENRE=m|CAS=n
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
vespra	vęspra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Pandecosta	pentacọsta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
agront	avẹr	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
gardas	garda	NOMcom	NOMB.=s|GENRE=m|CAS=n
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
vespra	vęspra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Pandecosta	pentacọsta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
qe	que	CONsub	MORPH=empty
despendemes	despẹndre	VERppe	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
Riom	Riom	NOMpro	NOMB.=s|GENRE=m|CAS=n
qant	can	CONsub	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
conestables	comestable	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Fransa	Fransa	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
autreet	autrejar	VERcjg	NOMB.=s|GENRE=m|CAS=r
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cumi	comuṉ	VERppe	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXVI	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
VIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
qe	que	CONsub	MORPH=empty
costeront	costar	ADJqua	NOMB.=s|GENRE=m|CAS=n
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
joglar	joglar	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
drap	drap	ADJqua	MORPH=empty
d	de	PRE	MORPH=empty
adobar	adobar	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
fraire	fraire	NOMcom	NOMB.=s|GENRE=m|CAS=n
menor	menọr	ADVgen	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
LX	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
qe	que	CONsub	MORPH=empty
costeront	costar	ADJqua	NOMB.=s|GENRE=m|CAS=n
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
raubas	rauba	ADJqua	NOMB.=p|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
D	D	PRE	MORPH=empty
nostre	nǫstre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n
sirvent	sirvẹn	NOMcom	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
aus	al2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
autre	autre	PROind	NOMB.=s|GENRE=f|CAS=r
uchadors	ucadọr	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XV	quinze	ADJord	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
qe	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
presta	pręsta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
levar	levar	VERinf	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
B	B	ADVgen	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Mazoeirs	Mazoeir	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IX	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Jacme	Jacme	NOMpro	NOMB.=s|GENRE=m|CAS=n
Brunels	Brunel	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
D	D	PRE	MORPH=empty
Arnals	Arnalt	NOMpro	NOMB.=p|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sas	sọṉ2	PRE	MORPH=empty
trabalhas	trebalha	NOMpro	NOMB.=s|GENRE=m|CAS=n
fraire	fraire	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
I	uṉ	PROcar	NOMB.=s|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
W	W	CONcoo	MORPH=empty
Bailes	Baile	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sas	sọṉ2	PRE	MORPH=empty
trabalhas	trebalha	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
P	P	PRE	MORPH=empty
de	de	PRE	MORPH=empty
Gozom	Gozom	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trabalha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XI	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
W	W	CONcoo	MORPH=empty
Tucarela	Tucarela	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trabalha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
Bozom	Bonome	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trabalha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Andreus	Andreu	NOMpro	NOMB.=p|GENRE=m|CAS=n
Porteirs	Porteir	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trabailha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
B	B	ADVgen	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Tondeires	Tondeire	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trabailha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
maitre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
W	W	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
Rochafort	Rochafort	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
salari	salari	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
nostre	nǫstre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n
tems	tẹmps	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
£	liura	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
tornes	tornes	NOMcom	NOMB.=s|GENRE=m|CAS=n
q	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
maitre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
W	W	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
Rochafort	Rochafort	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
bailar	bailar	VERinf	MORPH=empty
destrenhedor	destrenhedọr	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
levar	levar	VERinf	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cumi	comuṉ	VERppe	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
on	ọme	PROind	NOMB.=s|GENRE=n|CAS=n
devia	devẹr	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Paia	Paia	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
per	pẹr	NOMcom	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
salari	salari	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
logeir	loguier	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
